CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'112655C0100,112655C0100,11,GUANAJUATO,59,DISTRITO XIII,2655,5952,C,0,U,81,20,0,14,0,8,80,8,5,4,3,,0,0,4,227,715,Recuento
'112655C0200,112655C0200,11,GUANAJUATO,59,DISTRITO XIII,2655,5953,C,0,U,64,23,2,11,3,6,113,19,3,4,6,,0,0,6,260,714,Cotejo
'112655C0300,112655C0300,11,GUANAJUATO,59,DISTRITO XIII,2655,5954,C,0,U,49,18,3,11,0,3,110,10,6,4,3,,21,0,8,246,714,Cotejo
'112655C0400,112655C0400,11,GUANAJUATO,59,DISTRITO XIII,2655,5955,C,0,U,57,27,1,17,2,6,98,11,1,1,5,,0,1,5,232,714,Cotejo
'112656B0100,112656B0100,11,GUANAJUATO,59,DISTRITO XIII,2656,5956,B,0,U,108,43,2,10,3,17,92,17,5,1,6,,0,0,5,309,646,Cotejo
'112656C0100,112656C0100,11,GUANAJUATO,59,DISTRITO XIII,2656,5957,C,0,U,98,50,2,4,0,11,92,13,5,6,4,,0,0,9,294,646,Recuento
'112656C0200,112656C0200,11,GUANAJUATO,59,DISTRITO XIII,2656,5958,C,0,U,109,59,4,11,3,13,81,20,7,1,5,,0,2,7,322,646,Cotejo
'112656C0300,112656C0300,11,GUANAJUATO,59,DISTRITO XIII,2656,5959,C,0,U,133,52,5,11,3,4,67,20,5,2,1,,0,0,8,311,646,Cotejo
'112656C0400,112656C0400,11,GUANAJUATO,59,DISTRITO XIII,2656,5960,C,0,U,106,47,7,6,4,9,76,21,0,1,8,,0,1,7,293,646,Cotejo
'112656C0500,112656C0500,11,GUANAJUATO,59,DISTRITO XIII,2656,5961,C,0,U,121,46,5,10,4,11,76,11,3,6,8,,0,1,6,308,646,Cotejo
'112657B0100,112657B0100,11,GUANAJUATO,59,DISTRITO XIII,2657,5962,B,0,U,80,27,0,10,4,7,114,25,8,3,5,,1,2,4,290,645,Cotejo
'112657C0100,112657C0100,11,GUANAJUATO,59,DISTRITO XIII,2657,5963,C,0,U,77,38,5,8,3,6,99,21,5,2,6,,0,0,4,274,645,Cotejo
'112657C0200,112657C0200,11,GUANAJUATO,59,DISTRITO XIII,2657,5964,C,0,U,64,30,3,12,2,13,85,24,4,3,9,,1,1,5,256,645,Cotejo
'112657C0300,112657C0300,11,GUANAJUATO,59,DISTRITO XIII,2657,5965,C,0,U,66,37,2,7,2,7,97,14,2,4,8,,0,0,7,253,644,Cotejo
'112657S0100,112657S0100,11,GUANAJUATO,59,DISTRITO XIII,2657,5966,S,0,U,123,27,3,10,6,18,142,11,3,6,7,,0,1,6,363,0,Cotejo
'112658B0100,112658B0100,11,GUANAJUATO,59,DISTRITO XIII,2658,5967,B,0,U,73,38,0,6,4,0,90,14,1,2,2,,0,0,10,240,567,Cotejo
'112658C0100,112658C0100,11,GUANAJUATO,59,DISTRITO XIII,2658,5968,C,0,U,72,29,2,13,5,2,70,33,3,5,5,,0,0,6,245,567,Recuento
'112659B0100,112659B0100,11,GUANAJUATO,59,DISTRITO XIII,2659,5969,B,0,U,87,32,2,14,5,4,103,24,5,2,5,,0,0,4,287,679,Cotejo
'112659C0100,112659C0100,11,GUANAJUATO,59,DISTRITO XIII,2659,5970,C,0,U,60,34,4,13,1,10,97,28,5,5,7,,0,0,5,269,679,Cotejo
'112659C0200,112659C0200,11,GUANAJUATO,59,DISTRITO XIII,2659,5971,C,0,U,75,30,5,12,8,10,114,19,4,1,6,,0,0,9,293,678,Cotejo
'112659C0300,112659C0300,11,GUANAJUATO,59,DISTRITO XIII,2659,5972,C,0,U,85,29,4,12,1,8,99,17,4,2,6,,0,0,8,275,678,Cotejo
'112659C0400,112659C0400,11,GUANAJUATO,59,DISTRITO XIII,2659,5973,C,0,U,62,39,4,26,5,4,98,17,5,8,13,,0,1,6,288,678,Cotejo
'112660B0100,112660B0100,11,GUANAJUATO,59,DISTRITO XIII,2660,5974,B,0,U,81,42,6,8,3,2,99,21,3,7,6,,0,1,6,285,658,Cotejo
'112660C0100,112660C0100,11,GUANAJUATO,59,DISTRITO XIII,2660,5975,C,0,U,82,36,2,16,1,10,88,15,9,12,9,,0,0,15,295,657,Recuento
'112661B0100,112661B0100,11,GUANAJUATO,59,DISTRITO XIII,2661,5976,B,0,U,37,45,4,4,2,3,72,17,4,3,3,,1,1,1,197,426,Cotejo
'112661C0100,112661C0100,11,GUANAJUATO,59,DISTRITO XIII,2661,5977,C,0,U,48,38,3,8,3,4,59,17,1,1,3,,0,0,5,190,426,Cotejo
'112662B0100,112662B0100,11,GUANAJUATO,59,DISTRITO XIII,2662,5978,B,0,U,75,55,8,14,1,11,84,19,4,6,7,,0,0,12,296,578,Recuento
'112662C0100,112662C0100,11,GUANAJUATO,59,DISTRITO XIII,2662,5979,C,0,U,93,51,4,4,3,11,102,18,0,7,5,,1,0,5,304,577,Cotejo
'112663B0100,112663B0100,11,GUANAJUATO,59,DISTRITO XIII,2663,5980,B,0,U,91,65,5,16,3,14,92,19,2,1,16,,0,0,7,331,627,Recuento
'112663C0100,112663C0100,11,GUANAJUATO,59,DISTRITO XIII,2663,5981,C,0,U,104,72,5,9,4,10,90,18,5,2,11,,0,0,10,340,627,Cotejo
'112664B0100,112664B0100,11,GUANAJUATO,59,DISTRITO XIII,2664,5982,B,0,U,95,38,2,9,8,11,113,21,3,3,2,,0,1,8,314,706,Cotejo
'112664C0100,112664C0100,11,GUANAJUATO,59,DISTRITO XIII,2664,5983,C,0,U,78,28,1,10,2,4,98,18,2,7,9,,1,2,8,268,706,Cotejo
'112664C0200,112664C0200,11,GUANAJUATO,59,DISTRITO XIII,2664,5984,C,0,U,78,32,2,12,4,14,95,14,2,3,5,,0,0,13,274,706,Cotejo
'112664C0300,112664C0300,11,GUANAJUATO,59,DISTRITO XIII,2664,5985,C,0,U,99,30,2,9,1,7,94,23,2,1,6,,1,0,2,277,706,Cotejo
'112664C0400,112664C0400,11,GUANAJUATO,59,DISTRITO XIII,2664,5986,C,0,U,92,33,4,9,6,6,114,24,5,1,4,,0,1,5,304,706,Cotejo
'112664C0500,112664C0500,11,GUANAJUATO,59,DISTRITO XIII,2664,5987,C,0,U,87,56,4,11,3,3,109,22,0,4,4,,0,0,11,314,705,Cotejo
'112664C0600,112664C0600,11,GUANAJUATO,59,DISTRITO XIII,2664,5988,C,0,U,96,29,3,11,4,8,97,19,3,9,9,,1,0,5,294,705,Recuento
'112665B0100,112665B0100,11,GUANAJUATO,59,DISTRITO XIII,2665,5989,B,0,U,79,24,7,8,2,4,77,13,4,3,5,,0,0,7,233,552,Recuento
'112665C0100,112665C0100,11,GUANAJUATO,59,DISTRITO XIII,2665,5990,C,0,U,64,22,0,6,2,5,77,31,1,2,9,,0,1,7,227,552,Cotejo
'112666B0100,112666B0100,11,GUANAJUATO,59,DISTRITO XIII,2666,5991,B,0,U,79,43,3,9,5,4,76,10,1,2,3,,0,0,8,243,494,Recuento
'112666C0100,112666C0100,11,GUANAJUATO,59,DISTRITO XIII,2666,5992,C,0,U,84,47,7,12,4,1,78,15,3,4,3,,0,0,15,273,493,Recuento
'112667B0100,112667B0100,11,GUANAJUATO,59,DISTRITO XIII,2667,5993,B,0,U,163,155,3,10,1,4,86,25,2,3,9,,2,0,15,478,741,Recuento
'112668B0100,112668B0100,11,GUANAJUATO,59,DISTRITO XIII,2668,5994,B,0,U,87,69,2,7,12,8,69,21,6,8,8,,1,2,6,306,524,Cotejo
'112668C0100,112668C0100,11,GUANAJUATO,59,DISTRITO XIII,2668,5995,C,0,U,84,76,4,9,10,9,75,22,2,2,7,,1,0,7,308,523,Cotejo
'112669B0100,112669B0100,11,GUANAJUATO,59,DISTRITO XIII,2669,5996,B,0,U,87,44,3,11,9,9,124,46,6,4,8,,0,0,9,360,687,Cotejo
'112669C0100,112669C0100,11,GUANAJUATO,59,DISTRITO XIII,2669,5997,C,0,U,56,50,2,16,8,9,134,50,9,9,6,,0,1,14,364,686,Cotejo
'112670B0100,112670B0100,11,GUANAJUATO,59,DISTRITO XIII,2670,5998,B,0,U,67,42,3,13,7,4,93,29,1,3,5,,0,0,12,279,630,Cotejo
'112670C0100,112670C0100,11,GUANAJUATO,59,DISTRITO XIII,2670,5999,C,0,U,77,36,5,7,4,13,108,27,5,4,3,,0,0,6,295,629,Cotejo
'112671B0100,112671B0100,11,GUANAJUATO,59,DISTRITO XIII,2671,6000,B,0,U,110,53,5,20,4,9,92,21,3,3,8,,0,0,7,335,657,Cotejo
'112671C0100,112671C0100,11,GUANAJUATO,59,DISTRITO XIII,2671,6001,C,0,U,92,55,2,15,0,9,117,31,2,5,5,,0,3,10,346,657,Cotejo
'112672B0100,112672B0100,11,GUANAJUATO,59,DISTRITO XIII,2672,6002,B,0,U,71,24,1,9,3,7,98,14,5,4,3,,0,0,2,241,535,Cotejo
'112672C0100,112672C0100,11,GUANAJUATO,59,DISTRITO XIII,2672,6003,C,0,U,67,15,0,10,4,15,104,7,2,3,3,,0,0,4,234,534,Cotejo
'112673B0100,112673B0100,11,GUANAJUATO,59,DISTRITO XIII,2673,6004,B,0,U,90,47,3,11,3,12,128,21,6,4,4,,0,0,8,337,694,Cotejo
'112673C0100,112673C0100,11,GUANAJUATO,59,DISTRITO XIII,2673,6005,C,0,U,78,28,4,7,3,14,126,23,3,3,6,,0,0,10,305,693,Cotejo
'112674B0100,112674B0100,11,GUANAJUATO,59,DISTRITO XIII,2674,6006,B,0,U,143,60,2,10,4,4,85,22,1,2,4,,1,0,7,345,600,Cotejo
'112675B0100,112675B0100,11,GUANAJUATO,59,DISTRITO XIII,2675,6007,B,0,U,83,49,0,11,3,7,67,15,5,6,4,,0,1,4,255,487,Cotejo
'112675C0100,112675C0100,11,GUANAJUATO,59,DISTRITO XIII,2675,6008,C,0,U,77,44,0,5,4,6,83,19,5,8,6,,0,0,5,262,487,Cotejo
'112676B0100,112676B0100,11,GUANAJUATO,59,DISTRITO XIII,2676,6009,B,0,U,103,45,4,16,2,6,109,23,5,0,6,,0,0,5,324,678,Cotejo
'112676C0100,112676C0100,11,GUANAJUATO,59,DISTRITO XIII,2676,6010,C,0,U,98,46,2,11,4,11,125,18,3,4,6,,0,0,11,339,678,Cotejo
'112676C0200,112676C0200,11,GUANAJUATO,59,DISTRITO XIII,2676,6011,C,0,U,109,46,4,21,4,11,93,24,4,1,3,,0,0,3,323,678,Cotejo
'112677B0100,112677B0100,11,GUANAJUATO,59,DISTRITO XIII,2677,6012,B,0,U,53,26,8,5,6,9,78,12,1,6,4,,0,0,5,213,573,Cotejo
'112677C0100,112677C0100,11,GUANAJUATO,59,DISTRITO XIII,2677,6013,C,0,U,46,27,8,7,1,12,87,9,1,2,4,,0,0,8,212,572,Cotejo
'112678B0100,112678B0100,11,GUANAJUATO,59,DISTRITO XIII,2678,6014,B,0,U,78,18,2,5,5,1,91,12,7,3,3,,0,0,6,231,657,Cotejo
'112678C0100,112678C0100,11,GUANAJUATO,59,DISTRITO XIII,2678,6015,C,0,U,61,20,2,6,1,4,75,11,2,7,7,,0,1,6,203,657,Cotejo
'112678C0200,112678C0200,11,GUANAJUATO,59,DISTRITO XIII,2678,6016,C,0,U,31,22,0,9,4,11,103,16,3,2,2,,0,0,8,211,657,Cotejo
'112678C0300,112678C0300,11,GUANAJUATO,59,DISTRITO XIII,2678,6017,C,0,U,69,28,1,14,4,6,98,12,2,2,5,,0,0,5,246,656,Cotejo
'112678C0400,112678C0400,11,GUANAJUATO,59,DISTRITO XIII,2678,6018,C,0,U,79,15,0,4,4,2,104,11,1,4,4,,0,0,2,230,656,Cotejo
'112679B0100,112679B0100,11,GUANAJUATO,59,DISTRITO XIII,2679,6019,B,0,U,78,41,0,5,4,11,59,18,0,5,7,,0,0,6,234,426,Cotejo
'112679C0100,112679C0100,11,GUANAJUATO,59,DISTRITO XIII,2679,6020,C,0,U,72,40,2,10,2,5,91,12,0,4,4,,1,0,9,252,425,Cotejo
'112680B0100,112680B0100,11,GUANAJUATO,59,DISTRITO XIII,2680,6021,B,0,U,59,55,7,12,4,3,90,12,4,6,1,,0,0,5,258,411,Cotejo
'112680C0100,112680C0100,11,GUANAJUATO,59,DISTRITO XIII,2680,6022,C,0,U,63,36,13,7,3,7,80,11,2,9,3,,0,1,8,243,411,Cotejo
'112681B0100,112681B0100,11,GUANAJUATO,59,DISTRITO XIII,2681,6023,B,0,U,96,47,7,8,7,9,127,14,4,3,1,,0,0,6,329,652,Cotejo
'112681C0100,112681C0100,11,GUANAJUATO,59,DISTRITO XIII,2681,6024,C,0,U,105,37,1,8,1,10,126,16,1,3,5,,0,0,10,323,652,Cotejo
'112682B0100,112682B0100,11,GUANAJUATO,59,DISTRITO XIII,2682,6025,B,0,U,108,17,2,17,2,4,109,15,5,1,2,,0,0,0,282,573,Cotejo
'112682C0100,112682C0100,11,GUANAJUATO,59,DISTRITO XIII,2682,6026,C,0,U,80,26,3,6,0,5,127,10,6,2,2,,0,0,8,275,573,Cotejo
'112682C0200,112682C0200,11,GUANAJUATO,59,DISTRITO XIII,2682,6027,C,0,U,85,17,2,10,1,5,100,10,4,5,6,,0,0,6,251,572,Cotejo
'112683B0100,112683B0100,11,GUANAJUATO,59,DISTRITO XIII,2683,5820,B,0,R,88,20,5,9,4,12,129,18,5,4,2,,0,0,8,304,744,Cotejo
'112683C0100,112683C0100,11,GUANAJUATO,59,DISTRITO XIII,2683,5821,C,0,R,84,25,0,9,3,3,118,10,6,5,5,,0,0,8,276,744,Cotejo
'112683C0200,112683C0200,11,GUANAJUATO,59,DISTRITO XIII,2683,5822,C,0,R,83,23,1,16,3,8,138,13,7,7,1,,0,0,5,305,744,Cotejo
'112683C0300,112683C0300,11,GUANAJUATO,59,DISTRITO XIII,2683,5823,C,0,R,71,14,2,10,0,1,131,19,6,4,6,,0,0,9,273,744,Cotejo
'112683C0400,112683C0400,11,GUANAJUATO,59,DISTRITO XIII,2683,5824,C,0,R,78,26,0,11,3,4,111,16,7,0,8,,0,0,9,273,743,Cotejo
'112683C0500,112683C0500,11,GUANAJUATO,59,DISTRITO XIII,2683,5825,C,0,R,71,30,3,7,1,17,136,14,4,2,2,,1,0,6,294,743,Cotejo
'112683C0600,112683C0600,11,GUANAJUATO,59,DISTRITO XIII,2683,5826,C,0,R,77,14,3,8,3,14,127,22,5,3,3,,0,0,6,285,743,Cotejo
'112684B0100,112684B0100,11,GUANAJUATO,59,DISTRITO XIII,2684,6028,B,0,U,133,19,4,18,1,12,93,10,4,5,6,,0,0,2,307,680,Cotejo
'112684C0100,112684C0100,11,GUANAJUATO,59,DISTRITO XIII,2684,6029,C,0,U,136,27,1,20,5,3,16,7,5,6,1,,0,0,7,234,680,Cotejo
'112685B0100,112685B0100,11,GUANAJUATO,59,DISTRITO XIII,2685,6030,B,0,U,59,28,1,13,0,12,148,17,3,4,8,,0,0,8,301,630,Cotejo
'112685C0100,112685C0100,11,GUANAJUATO,59,DISTRITO XIII,2685,6031,C,0,U,91,28,2,11,1,7,115,15,2,2,4,,0,0,6,284,629,Cotejo
'112686B0100,112686B0100,11,GUANAJUATO,59,DISTRITO XIII,2686,6032,B,0,U,74,31,2,8,4,6,76,17,1,1,3,,0,0,7,230,615,Cotejo
'112686C0100,112686C0100,11,GUANAJUATO,59,DISTRITO XIII,2686,6033,C,0,U,66,30,2,17,0,6,85,14,3,7,6,,0,0,5,241,615,Cotejo
'112686C0200,112686C0200,11,GUANAJUATO,59,DISTRITO XIII,2686,6034,C,0,U,64,28,2,22,3,2,91,21,5,8,3,,0,0,8,257,614,Cotejo
'112686C0300,112686C0300,11,GUANAJUATO,59,DISTRITO XIII,2686,6035,C,0,U,62,19,1,17,1,11,81,14,1,4,3,,0,0,6,220,614,Cotejo
'112687B0100,112687B0100,11,GUANAJUATO,59,DISTRITO XIII,2687,5827,B,0,R,86,13,2,6,0,2,60,0,0,0,0,,0,0,4,173,553,Cotejo
'112687C0100,112687C0100,11,GUANAJUATO,59,DISTRITO XIII,2687,5828,C,0,R,104,22,1,1,0,0,49,0,0,0,2,,0,0,4,183,553,Cotejo
'112687C0200,112687C0200,11,GUANAJUATO,59,DISTRITO XIII,2687,5829,C,0,R,88,10,2,2,0,1,50,1,3,2,0,,0,0,1,160,553,Cotejo
'112688B0100,112688B0100,11,GUANAJUATO,59,DISTRITO XIII,2688,5830,B,0,R,60,54,2,7,1,0,14,1,1,3,0,,56,0,4,203,514,Cotejo
'112688C0100,112688C0100,11,GUANAJUATO,59,DISTRITO XIII,2688,5831,C,0,R,50,46,6,9,0,0,19,3,1,2,0,,0,0,4,140,513,Cotejo
'112688C0200,112688C0200,11,GUANAJUATO,59,DISTRITO XIII,2688,5832,C,0,R,64,47,0,4,3,2,28,7,3,1,0,,47,0,1,207,513,Cotejo
'112689B0100,112689B0100,11,GUANAJUATO,59,DISTRITO XIII,2689,5833,B,0,R,71,16,2,11,0,0,38,7,3,3,2,,0,0,2,155,445,Cotejo
'112689C0100,112689C0100,11,GUANAJUATO,59,DISTRITO XIII,2689,5834,C,0,R,53,16,1,11,1,2,26,2,1,1,0,,0,0,5,119,445,Cotejo
'112689E0100,1.13E+105,11,GUANAJUATO,59,DISTRITO XIII,2689,5835,E,0,R,66,15,1,13,2,5,60,3,0,7,0,,0,0,7,179,512,Cotejo
'112690B0100,112690B0100,11,GUANAJUATO,59,DISTRITO XIII,2690,6036,B,0,U,116,33,3,7,1,3,41,1,2,0,2,,0,0,7,216,606,Cotejo
'112690C0100,112690C0100,11,GUANAJUATO,59,DISTRITO XIII,2690,6037,C,0,U,105,38,2,11,1,2,28,1,1,1,1,,0,0,1,192,606,Cotejo
'112690C0200,112690C0200,11,GUANAJUATO,59,DISTRITO XIII,2690,6038,C,0,U,102,37,1,8,0,6,32,0,2,1,1,,0,0,6,196,606,Cotejo
'112690C0300,112690C0300,11,GUANAJUATO,59,DISTRITO XIII,2690,6039,C,0,U,106,22,1,1,1,1,54,4,0,2,1,,0,0,7,200,605,Cotejo
'112691B0100,112691B0100,11,GUANAJUATO,59,DISTRITO XIII,2691,5836,B,0,R,124,39,1,33,1,4,27,2,1,3,0,,0,1,8,244,569,Cotejo
'112691C0100,112691C0100,11,GUANAJUATO,59,DISTRITO XIII,2691,5837,C,0,R,94,37,1,24,1,1,23,6,4,3,0,,0,0,9,203,568,Cotejo
'112692B0100,112692B0100,11,GUANAJUATO,59,DISTRITO XIII,2692,5838,B,0,R,79,13,4,18,3,7,93,5,0,5,0,,0,0,7,234,726,Cotejo
'112692C0100,112692C0100,11,GUANAJUATO,59,DISTRITO XIII,2692,5839,C,0,R,102,22,2,33,0,4,113,0,3,4,0,,0,0,4,287,726,Cotejo
'112692C0200,112692C0200,11,GUANAJUATO,59,DISTRITO XIII,2692,5840,C,0,R,82,17,4,29,0,6,102,3,4,5,2,,0,0,7,261,725,Cotejo
'112693B0100,112693B0100,11,GUANAJUATO,59,DISTRITO XIII,2693,5841,B,0,R,103,55,7,40,0,4,56,5,5,4,3,,0,0,4,286,692,Cotejo
'112693C0100,112693C0100,11,GUANAJUATO,59,DISTRITO XIII,2693,5842,C,0,R,65,59,4,44,1,3,91,4,3,1,3,,0,0,3,281,691,Cotejo
'112694B0100,112694B0100,11,GUANAJUATO,59,DISTRITO XIII,2694,5843,B,0,R,95,33,2,27,0,5,75,4,2,2,2,,0,0,6,253,739,Cotejo
'112694C0100,112694C0100,11,GUANAJUATO,59,DISTRITO XIII,2694,5844,C,0,R,74,37,2,20,1,6,63,4,5,5,4,,0,0,7,228,738,Cotejo
'112694C0200,112694C0200,11,GUANAJUATO,59,DISTRITO XIII,2694,5845,C,0,R,100,24,3,28,1,3,63,4,2,2,7,,0,0,11,248,738,Cotejo
'112694C0300,112694C0300,11,GUANAJUATO,59,DISTRITO XIII,2694,5846,C,0,R,86,41,6,23,3,5,59,2,2,6,5,,0,0,3,241,738,Cotejo
'112695B0100,112695B0100,11,GUANAJUATO,59,DISTRITO XIII,2695,5847,B,0,R,110,19,2,13,0,5,48,1,2,0,0,,0,0,7,207,564,Cotejo
'112695C0100,112695C0100,11,GUANAJUATO,59,DISTRITO XIII,2695,5848,C,0,R,80,21,2,11,2,1,40,3,3,0,0,,0,0,24,187,564,Cotejo
'112695C0200,112695C0200,11,GUANAJUATO,59,DISTRITO XIII,2695,5849,C,0,R,109,16,1,21,0,0,28,2,0,0,0,,0,0,10,187,564,Cotejo
'112695C0300,112695C0300,11,GUANAJUATO,59,DISTRITO XIII,2695,7738,C,0,R,92,20,1,27,0,4,58,1,1,1,0,,0,0,10,215,564,Cotejo
'112696B0100,112696B0100,11,GUANAJUATO,59,DISTRITO XIII,2696,5850,B,0,R,80,16,1,10,0,2,29,2,0,0,1,,0,0,3,144,513,Cotejo
'112696C0100,112696C0100,11,GUANAJUATO,59,DISTRITO XIII,2696,5851,C,0,R,83,18,1,12,0,2,23,1,1,2,0,,0,0,3,146,513,Cotejo
'112696C0200,112696C0200,11,GUANAJUATO,59,DISTRITO XIII,2696,5852,C,0,R,62,15,0,12,2,3,41,3,0,1,2,,0,0,3,144,513,Cotejo
'112697B0100,112697B0100,11,GUANAJUATO,59,DISTRITO XIII,2697,5853,B,0,R,54,24,8,16,0,2,77,11,0,3,4,,32,0,0,231,647,Cotejo
'112698B0100,112698B0100,11,GUANAJUATO,59,DISTRITO XIII,2698,5854,B,0,R,81,10,0,11,1,2,37,6,2,1,2,,0,0,3,156,440,Cotejo
'112698C0100,112698C0100,11,GUANAJUATO,59,DISTRITO XIII,2698,5855,C,0,R,86,9,9,17,1,4,46,7,5,0,2,,0,0,8,194,439,Cotejo
'112698E0100,1.13E+105,11,GUANAJUATO,59,DISTRITO XIII,2698,5856,E,0,R,75,37,5,21,2,5,107,13,4,5,10,,0,0,8,292,717,Cotejo
'112699B0100,112699B0100,11,GUANAJUATO,59,DISTRITO XIII,2699,5857,B,0,R,76,19,5,18,1,6,102,2,4,4,2,,1,0,0,240,636,Cotejo
'112699C0100,112699C0100,11,GUANAJUATO,59,DISTRITO XIII,2699,5858,C,0,R,77,56,1,8,2,1,102,1,3,0,2,,1,0,10,264,635,Cotejo
'112699E0100,1.13E+105,11,GUANAJUATO,59,DISTRITO XIII,2699,5859,E,0,R,50,2,0,0,0,4,76,2,2,0,0,,0,0,0,136,464,Cotejo
'112699E0101,1.13E+106,11,GUANAJUATO,59,DISTRITO XIII,2699,5860,E,1,R,44,8,1,12,1,5,67,1,0,1,2,,0,0,5,147,464,Cotejo
'112700B0100,112700B0100,11,GUANAJUATO,59,DISTRITO XIII,2700,6040,B,0,U,129,12,5,20,2,6,103,5,5,1,1,,17,0,5,311,657,Cotejo
'112700C0100,112700C0100,11,GUANAJUATO,59,DISTRITO XIII,2700,6041,C,0,U,82,12,0,20,2,6,95,10,7,1,4,,0,0,7,246,656,Cotejo
'112700C0200,112700C0200,11,GUANAJUATO,59,DISTRITO XIII,2700,6042,C,0,U,64,15,8,17,0,3,115,2,12,4,3,,0,0,10,253,656,Cotejo
'112700C0300,112700C0300,11,GUANAJUATO,59,DISTRITO XIII,2700,6043,C,0,U,107,35,0,30,0,1,92,3,5,1,5,,0,0,10,289,656,Cotejo
'112701B0100,112701B0100,11,GUANAJUATO,59,DISTRITO XIII,2701,5861,B,0,R,85,70,3,5,2,1,35,1,1,2,0,,0,1,3,209,515,Cotejo
'112701C0100,112701C0100,11,GUANAJUATO,59,DISTRITO XIII,2701,5862,C,0,R,86,68,0,11,2,4,35,2,2,0,4,,0,0,3,217,515,Cotejo
'112702B0100,112702B0100,11,GUANAJUATO,59,DISTRITO XIII,2702,5863,B,0,R,105,38,4,16,0,1,63,7,7,0,0,,0,0,3,244,660,Cotejo
'112702C0100,112702C0100,11,GUANAJUATO,59,DISTRITO XIII,2702,5864,C,0,R,105,21,4,16,0,3,47,3,3,0,2,,0,0,4,208,660,Cotejo
'112702C0200,112702C0200,11,GUANAJUATO,59,DISTRITO XIII,2702,5865,C,0,R,95,31,4,11,1,3,45,3,6,0,2,,0,0,10,211,660,Cotejo
'112702C0300,112702C0300,11,GUANAJUATO,59,DISTRITO XIII,2702,5866,C,0,R,90,57,3,11,0,2,74,7,3,3,1,,0,0,2,253,660,Cotejo
'112703B0100,112703B0100,11,GUANAJUATO,59,DISTRITO XIII,2703,6044,B,0,U,152,18,0,11,1,2,88,4,3,8,6,,0,0,7,300,690,Cotejo
'112703C0100,112703C0100,11,GUANAJUATO,59,DISTRITO XIII,2703,6045,C,0,U,144,14,0,5,1,1,87,3,4,6,8,,0,0,2,275,690,Cotejo
'112703C0200,112703C0200,11,GUANAJUATO,59,DISTRITO XIII,2703,6046,C,0,U,128,15,1,14,2,5,85,4,8,2,0,,0,0,3,267,690,Cotejo
'112704B0100,112704B0100,11,GUANAJUATO,59,DISTRITO XIII,2704,5867,B,0,R,93,17,2,5,2,8,89,6,3,7,4,,0,0,8,244,577,Recuento
'112704C0100,112704C0100,11,GUANAJUATO,59,DISTRITO XIII,2704,5868,C,0,R,86,12,1,4,3,5,99,8,2,7,3,,0,0,1,231,576,Cotejo
'112704C0200,112704C0200,11,GUANAJUATO,59,DISTRITO XIII,2704,5869,C,0,R,82,17,2,10,1,7,85,1,0,2,8,,0,0,2,217,576,Cotejo
'112705B0100,112705B0100,11,GUANAJUATO,59,DISTRITO XIII,2705,5870,B,0,R,64,30,3,6,2,2,65,6,2,2,2,,0,0,7,191,645,Recuento
'112705C0100,112705C0100,11,GUANAJUATO,59,DISTRITO XIII,2705,5871,C,0,R,80,35,1,11,1,2,55,5,3,6,3,,0,0,6,208,645,Cotejo
'112705C0200,112705C0200,11,GUANAJUATO,59,DISTRITO XIII,2705,5872,C,0,R,46,26,0,6,0,4,56,2,2,0,0,,26,0,3,171,645,Cotejo
'112705C0300,112705C0300,11,GUANAJUATO,59,DISTRITO XIII,2705,5873,C,0,R,54,27,1,5,4,4,51,8,2,2,0,,0,0,4,162,644,Recuento
'112706B0100,112706B0100,11,GUANAJUATO,59,DISTRITO XIII,2706,5874,B,0,R,108,24,2,13,3,2,115,4,7,4,5,,0,0,3,290,688,Cotejo
'112706C0100,112706C0100,11,GUANAJUATO,59,DISTRITO XIII,2706,5875,C,0,R,112,27,5,14,0,3,107,3,5,4,0,,0,0,5,285,687,Recuento
'112707B0100,112707B0100,11,GUANAJUATO,59,DISTRITO XIII,2707,5876,B,0,R,95,18,3,13,2,1,33,2,19,0,0,,0,0,6,192,509,Cotejo
'112707C0100,112707C0100,11,GUANAJUATO,59,DISTRITO XIII,2707,5877,C,0,R,98,20,1,8,5,1,34,2,25,2,4,,0,1,8,209,509,Cotejo
'112708B0100,112708B0100,11,GUANAJUATO,59,DISTRITO XIII,2708,5878,B,0,R,21,20,0,1,2,0,12,0,0,0,1,,0,0,3,60,159,Recuento
'112709B0100,112709B0100,11,GUANAJUATO,59,DISTRITO XIII,2709,6047,B,0,U,60,30,4,11,0,3,80,2,1,1,7,,0,0,6,205,723,Cotejo
'112709C0100,112709C0100,11,GUANAJUATO,59,DISTRITO XIII,2709,6048,C,0,U,55,27,3,2,0,2,50,6,2,2,3,,0,0,3,155,723,Cotejo
'112709C0200,112709C0200,11,GUANAJUATO,59,DISTRITO XIII,2709,6049,C,0,U,63,15,1,3,0,0,66,5,5,3,2,,0,0,3,166,723,Cotejo
