CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'110079C0200,110079C0200,11,GUANAJUATO,68,DISTRITO XXII,79,1801,C,0,U,72,8,5,17,9,14,82,8,6,8,2,,0,0,10,241,524,Cotejo
'110080B0100,110080B0100,11,GUANAJUATO,68,DISTRITO XXII,80,1802,B,0,U,84,6,8,16,12,10,71,6,15,7,3,,0,0,12,250,629,Cotejo
'110080C0100,110080C0100,11,GUANAJUATO,68,DISTRITO XXII,80,1803,C,0,U,72,14,8,16,8,11,92,15,14,8,5,,0,0,13,276,628,Recuento
'110081B0100,110081B0100,11,GUANAJUATO,68,DISTRITO XXII,81,1804,B,0,U,111,13,9,17,10,21,93,20,11,13,6,,0,0,14,338,721,Cotejo
'110081C0100,110081C0100,11,GUANAJUATO,68,DISTRITO XXII,81,1805,C,0,U,117,6,10,26,15,10,74,11,6,9,7,,0,0,15,306,720,Cotejo
'110081C0200,110081C0200,11,GUANAJUATO,68,DISTRITO XXII,81,1806,C,0,U,125,15,10,13,13,10,77,25,9,11,5,,1,0,25,339,720,Cotejo
'110081C0300,110081C0300,11,GUANAJUATO,68,DISTRITO XXII,81,1807,C,0,U,129,17,11,30,19,19,90,23,6,13,5,,0,0,15,377,720,Cotejo
'110081C0400,110081C0400,11,GUANAJUATO,68,DISTRITO XXII,81,1808,C,0,U,119,10,10,18,6,17,102,30,6,7,3,,0,0,6,334,720,Cotejo
'110081S0100,110081S0100,11,GUANAJUATO,68,DISTRITO XXII,81,1809,S,0,U,39,6,4,10,4,10,32,4,3,7,2,,0,1,5,127,0,Recuento
'110082B0100,110082B0100,11,GUANAJUATO,68,DISTRITO XXII,82,1810,B,0,U,72,8,15,10,9,8,62,11,3,6,6,,0,1,15,226,603,Recuento
'110082C0100,110082C0100,11,GUANAJUATO,68,DISTRITO XXII,82,1811,C,0,U,75,7,7,7,10,15,59,5,3,5,7,,0,0,12,212,602,Cotejo
'110083B0100,110083B0100,11,GUANAJUATO,68,DISTRITO XXII,83,1812,B,0,U,85,8,7,17,11,11,72,9,3,12,6,,0,1,15,257,724,Recuento
'110083C0100,110083C0100,11,GUANAJUATO,68,DISTRITO XXII,83,1813,C,0,U,92,7,8,17,12,11,85,8,7,11,9,,1,2,19,289,724,Recuento
'110084B0100,110084B0100,11,GUANAJUATO,68,DISTRITO XXII,84,1814,B,0,U,95,6,4,19,13,6,53,10,4,8,9,,0,0,18,245,725,Cotejo
'110084C0100,110084C0100,11,GUANAJUATO,68,DISTRITO XXII,84,1815,C,0,U,91,9,11,13,11,12,55,21,6,7,6,,0,0,25,267,724,Cotejo
'110085B0100,110085B0100,11,GUANAJUATO,68,DISTRITO XXII,85,1816,B,0,U,100,9,9,13,10,7,79,11,7,11,9,,18,3,3,289,685,Cotejo
'110085C0100,110085C0100,11,GUANAJUATO,68,DISTRITO XXII,85,1817,C,0,U,95,3,7,15,15,12,68,9,11,5,3,,11,2,14,270,685,Cotejo
'110086B0100,110086B0100,11,GUANAJUATO,68,DISTRITO XXII,86,1818,B,0,U,79,7,6,17,12,7,88,10,2,4,3,,0,3,9,247,690,Cotejo
'110086C0100,110086C0100,11,GUANAJUATO,68,DISTRITO XXII,86,1819,C,0,U,74,4,6,14,3,8,91,8,3,9,5,,0,0,13,238,689,Cotejo
'110086C0200,110086C0200,11,GUANAJUATO,68,DISTRITO XXII,86,1820,C,0,U,65,9,5,13,8,1,89,2,2,8,5,,0,0,14,221,689,Cotejo
'110086C0300,110086C0300,11,GUANAJUATO,68,DISTRITO XXII,86,1821,C,0,U,77,9,5,13,7,4,75,7,6,8,3,,0,1,10,225,689,Recuento
'110086C0400,110086C0400,11,GUANAJUATO,68,DISTRITO XXII,86,1822,C,0,U,85,11,4,13,5,13,80,4,3,10,5,,0,3,6,242,689,Recuento
'110086C0500,110086C0500,11,GUANAJUATO,68,DISTRITO XXII,86,1823,C,0,U,65,9,8,21,9,9,74,9,2,5,4,,17,1,10,243,689,Recuento
'110087B0100,110087B0100,11,GUANAJUATO,68,DISTRITO XXII,87,1726,B,0,R,17,15,12,0,5,5,45,1,1,1,1,,0,0,2,105,298,Cotejo
'110088B0100,110088B0100,11,GUANAJUATO,68,DISTRITO XXII,88,1727,B,0,R,40,5,9,2,0,4,9,3,1,0,4,,1,0,2,80,198,Cotejo
'110089B0100,110089B0100,11,GUANAJUATO,68,DISTRITO XXII,89,1728,B,0,R,108,18,6,1,8,2,43,0,8,4,5,,0,0,9,212,740,Cotejo
'110090B0100,110090B0100,11,GUANAJUATO,68,DISTRITO XXII,90,1729,B,0,R,18,3,6,2,5,5,34,1,2,3,2,,0,0,6,87,400,Cotejo
'110091B0100,110091B0100,11,GUANAJUATO,68,DISTRITO XXII,91,1730,B,0,R,52,8,11,3,7,1,44,3,0,2,0,,0,0,4,135,486,Cotejo
'110091C0100,110091C0100,11,GUANAJUATO,68,DISTRITO XXII,91,1731,C,0,R,57,4,9,2,8,7,51,7,3,2,3,,1,0,2,156,486,Cotejo
'110092B0100,110092B0100,11,GUANAJUATO,68,DISTRITO XXII,92,1732,B,0,R,42,7,5,8,5,3,55,5,0,1,1,,0,0,9,141,550,Cotejo
'110093B0100,110093B0100,11,GUANAJUATO,68,DISTRITO XXII,93,1824,B,0,U,36,5,9,4,9,3,40,2,1,2,9,,0,0,14,134,459,Recuento
'110093C0100,110093C0100,11,GUANAJUATO,68,DISTRITO XXII,93,1825,C,0,U,36,9,8,4,4,5,29,1,0,3,5,,17,0,5,126,458,Cotejo
'110094B0100,110094B0100,11,GUANAJUATO,68,DISTRITO XXII,94,1826,B,0,U,61,10,4,2,9,4,42,4,1,4,6,,0,0,11,158,380,Cotejo
'110094C0100,110094C0100,11,GUANAJUATO,68,DISTRITO XXII,94,1827,C,0,U,63,11,6,3,10,0,27,3,0,4,6,,0,0,10,143,380,Cotejo
'110095B0100,110095B0100,11,GUANAJUATO,68,DISTRITO XXII,95,1733,B,0,R,57,13,0,2,4,6,39,3,0,4,3,,0,0,6,137,409,Cotejo
'110095C0100,110095C0100,11,GUANAJUATO,68,DISTRITO XXII,95,1734,C,0,R,42,11,1,0,5,2,43,2,2,1,1,,0,11,0,121,409,Recuento
'110096B0100,110096B0100,11,GUANAJUATO,68,DISTRITO XXII,96,1828,B,0,U,41,18,4,7,10,5,53,1,1,2,7,,0,0,10,159,488,Cotejo
'110096C0100,110096C0100,11,GUANAJUATO,68,DISTRITO XXII,96,1829,C,0,U,57,13,6,8,11,6,51,5,4,2,9,,0,0,9,181,487,Recuento
'110097B0100,110097B0100,11,GUANAJUATO,68,DISTRITO XXII,97,1830,B,0,U,59,8,4,14,11,9,50,3,2,1,11,,0,0,9,181,528,Cotejo
'110097C0100,110097C0100,11,GUANAJUATO,68,DISTRITO XXII,97,1831,C,0,U,62,16,6,5,5,5,59,2,4,8,7,,0,0,9,188,528,Recuento
'110098B0100,110098B0100,11,GUANAJUATO,68,DISTRITO XXII,98,1735,B,0,R,43,8,6,2,2,5,60,0,0,2,0,,0,0,13,141,500,Cotejo
'110099B0100,110099B0100,11,GUANAJUATO,68,DISTRITO XXII,99,1736,B,0,R,43,9,12,8,0,11,22,2,6,3,3,,0,2,6,127,512,Cotejo
'110099C0100,110099C0100,11,GUANAJUATO,68,DISTRITO XXII,99,1737,C,0,R,34,9,9,8,2,2,32,2,0,6,0,,0,0,14,118,511,Recuento
'110100B0100,110100B0100,11,GUANAJUATO,68,DISTRITO XXII,100,1655,B,0,R,37,9,4,3,1,7,28,7,2,4,0,,0,0,5,107,504,Cotejo
'110100C0100,110100C0100,11,GUANAJUATO,68,DISTRITO XXII,100,1656,C,0,R,50,8,8,5,4,6,24,3,1,7,2,,0,0,6,124,504,Cotejo
'110101B0100,110101B0100,11,GUANAJUATO,68,DISTRITO XXII,101,1657,B,0,R,42,3,7,2,7,5,73,3,2,4,3,,0,0,6,157,541,Cotejo
'110101C0100,110101C0100,11,GUANAJUATO,68,DISTRITO XXII,101,1658,C,0,R,30,5,10,2,4,11,63,5,1,3,3,,0,0,12,149,541,Cotejo
'110102B0100,110102B0100,11,GUANAJUATO,68,DISTRITO XXII,102,1738,B,0,U,65,7,8,8,2,5,50,10,1,5,4,,0,0,5,170,540,Cotejo
'110102C0100,110102C0100,11,GUANAJUATO,68,DISTRITO XXII,102,1739,C,0,U,58,10,5,7,3,0,65,2,5,6,0,,0,0,8,169,539,Recuento
'110103B0100,110103B0100,11,GUANAJUATO,68,DISTRITO XXII,103,1659,B,0,R,45,4,10,5,3,1,71,3,0,1,1,,0,0,4,148,462,Cotejo
'110103C0100,110103C0100,11,GUANAJUATO,68,DISTRITO XXII,103,1660,C,0,R,29,6,4,5,4,4,96,6,0,2,1,,0,0,5,162,462,Cotejo
'110104B0100,110104B0100,11,GUANAJUATO,68,DISTRITO XXII,104,1661,B,0,R,46,15,3,4,8,5,75,6,2,5,4,,18,0,10,201,444,Cotejo
'110104C0100,110104C0100,11,GUANAJUATO,68,DISTRITO XXII,104,1662,C,0,R,36,17,16,4,10,7,77,7,3,3,2,,33,0,13,228,443,Cotejo
'110105B0100,110105B0100,11,GUANAJUATO,68,DISTRITO XXII,105,1663,B,0,R,40,6,9,5,7,8,58,7,4,6,6,,0,0,10,166,471,Cotejo
'110106B0100,110106B0100,11,GUANAJUATO,68,DISTRITO XXII,106,1664,B,0,R,67,5,5,0,1,1,86,5,1,6,0,,0,0,4,181,442,Cotejo
'110106C0100,110106C0100,11,GUANAJUATO,68,DISTRITO XXII,106,1665,C,0,R,66,2,0,1,2,0,86,1,2,3,2,,0,0,4,169,442,Cotejo
'110107B0100,110107B0100,11,GUANAJUATO,68,DISTRITO XXII,107,1666,B,0,R,65,3,7,9,2,7,135,1,5,15,3,,1,0,12,265,697,Cotejo
'110108B0100,110108B0100,11,GUANAJUATO,68,DISTRITO XXII,108,1667,B,0,R,33,4,9,8,3,1,43,1,3,2,3,,1,0,8,119,421,Cotejo
'110108C0100,110108C0100,11,GUANAJUATO,68,DISTRITO XXII,108,1668,C,0,R,25,8,9,3,5,7,41,1,3,5,2,,0,0,11,120,421,Cotejo
'110109B0100,110109B0100,11,GUANAJUATO,68,DISTRITO XXII,109,1740,B,0,U,64,10,4,15,4,8,86,7,2,4,2,,0,0,8,214,736,Cotejo
'110109C0100,110109C0100,11,GUANAJUATO,68,DISTRITO XXII,109,1741,C,0,U,70,6,10,12,8,9,85,3,1,2,0,,0,1,9,216,735,Cotejo
'110110B0100,110110B0100,11,GUANAJUATO,68,DISTRITO XXII,110,1742,B,0,U,48,9,5,11,1,10,61,7,2,2,5,,0,0,3,164,633,Cotejo
'110111B0100,110111B0100,11,GUANAJUATO,68,DISTRITO XXII,111,1669,B,0,R,56,8,8,7,3,2,67,2,2,8,3,,0,0,4,170,415,Cotejo
'110111C0100,110111C0100,11,GUANAJUATO,68,DISTRITO XXII,111,1670,C,0,R,45,2,7,8,4,6,80,3,2,5,4,,0,0,4,170,415,Cotejo
'110112B0100,110112B0100,11,GUANAJUATO,68,DISTRITO XXII,112,1671,B,0,R,97,17,11,8,6,5,70,20,4,4,5,,0,0,14,261,731,Cotejo
'110113B0100,110113B0100,11,GUANAJUATO,68,DISTRITO XXII,113,1672,B,0,R,101,16,22,11,6,10,130,2,3,5,14,,0,0,12,332,724,Cotejo
'110114B0100,110114B0100,11,GUANAJUATO,68,DISTRITO XXII,114,1673,B,0,R,42,7,2,10,4,3,9,0,2,3,8,,0,0,8,98,526,Cotejo
'110114C0100,110114C0100,11,GUANAJUATO,68,DISTRITO XXII,114,1674,C,0,R,50,4,5,8,7,10,74,0,2,3,3,,0,1,6,173,526,Recuento
'110114C0200,110114C0200,11,GUANAJUATO,68,DISTRITO XXII,114,1675,C,0,R,61,4,7,10,10,5,62,1,1,1,6,,0,2,7,177,526,Recuento
'110115B0100,110115B0100,11,GUANAJUATO,68,DISTRITO XXII,115,1676,B,0,R,72,3,4,5,7,11,90,8,1,9,2,,0,0,10,222,507,Cotejo
'110115C0100,110115C0100,11,GUANAJUATO,68,DISTRITO XXII,115,1677,C,0,R,57,12,8,2,2,5,93,3,3,9,2,,0,0,5,201,506,Cotejo
'110115C0200,110115C0200,11,GUANAJUATO,68,DISTRITO XXII,115,1678,C,0,R,48,6,3,5,2,6,96,4,5,4,1,,0,0,5,185,506,Cotejo
'110116B0100,110116B0100,11,GUANAJUATO,68,DISTRITO XXII,116,1679,B,0,R,86,6,1,6,4,3,97,1,6,6,2,,0,0,8,226,496,Recuento
'110116C0100,110116C0100,11,GUANAJUATO,68,DISTRITO XXII,116,1680,C,0,R,62,4,6,11,4,6,89,5,2,9,1,,0,0,4,203,496,Recuento
'110117B0100,110117B0100,11,GUANAJUATO,68,DISTRITO XXII,117,1743,B,0,U,67,10,14,2,7,2,102,2,1,2,2,,0,0,14,225,712,Cotejo
'110118B0100,110118B0100,11,GUANAJUATO,68,DISTRITO XXII,118,1681,B,0,R,57,12,7,7,3,3,35,0,0,2,1,,0,0,7,134,381,Cotejo
'110118C0100,110118C0100,11,GUANAJUATO,68,DISTRITO XXII,118,1682,C,0,R,49,8,4,4,3,4,51,1,1,5,4,,0,0,12,146,381,Recuento
'110118E0100,1.10E+105,11,GUANAJUATO,68,DISTRITO XXII,118,1683,E,0,R,32,4,2,6,5,0,57,0,0,5,4,,0,0,8,123,324,Cotejo
'110119B0100,110119B0100,11,GUANAJUATO,68,DISTRITO XXII,119,1684,B,0,R,44,14,11,6,5,5,40,1,2,5,3,,0,0,10,146,395,Recuento
'110119C0100,110119C0100,11,GUANAJUATO,68,DISTRITO XXII,119,1685,C,0,R,53,11,14,10,2,7,34,4,5,4,6,,0,0,5,155,395,Cotejo
'110120B0100,110120B0100,11,GUANAJUATO,68,DISTRITO XXII,120,1686,B,0,R,61,25,9,14,3,10,68,5,5,10,4,,0,0,10,224,725,Recuento
'110121B0100,110121B0100,11,GUANAJUATO,68,DISTRITO XXII,121,1687,B,0,R,99,8,7,7,9,5,83,1,6,9,4,,0,0,11,249,674,Cotejo
'110121C0100,110121C0100,11,GUANAJUATO,68,DISTRITO XXII,121,1688,C,0,R,83,11,10,6,5,7,85,3,2,8,2,,0,0,5,227,674,Recuento
'110122B0100,110122B0100,11,GUANAJUATO,68,DISTRITO XXII,122,1689,B,0,R,108,21,11,8,16,25,98,6,5,6,8,,1,0,21,334,743,Recuento
'110123B0100,110123B0100,11,GUANAJUATO,68,DISTRITO XXII,123,1690,B,0,R,52,8,23,5,1,7,73,1,1,2,1,,0,0,0,174,523,Cotejo
'110123C0100,110123C0100,11,GUANAJUATO,68,DISTRITO XXII,123,1691,C,0,R,51,25,22,5,6,4,84,5,1,6,2,,0,0,9,220,523,Cotejo
'110123C0200,110123C0200,11,GUANAJUATO,68,DISTRITO XXII,123,1692,C,0,R,46,10,13,2,4,2,59,1,2,3,0,,0,0,7,149,523,Cotejo
'110124B0100,110124B0100,11,GUANAJUATO,68,DISTRITO XXII,124,1693,B,0,R,71,13,6,12,1,4,57,1,1,4,0,,0,0,8,178,460,Cotejo
'110125B0100,110125B0100,11,GUANAJUATO,68,DISTRITO XXII,125,1694,B,0,R,73,40,1,5,8,4,53,2,1,3,0,,0,0,8,198,518,Cotejo
'110126B0100,110126B0100,11,GUANAJUATO,68,DISTRITO XXII,126,1695,B,0,R,67,59,14,7,4,9,32,2,6,2,2,,0,0,23,227,670,Recuento
'110126E0100,1.10E+105,11,GUANAJUATO,68,DISTRITO XXII,126,1696,E,0,R,24,8,13,1,4,1,29,2,3,2,3,,0,0,5,95,254,Cotejo
'110127B0100,110127B0100,11,GUANAJUATO,68,DISTRITO XXII,127,1697,B,0,R,30,2,10,3,9,2,97,7,0,6,4,,0,0,7,177,420,Cotejo
'110128B0100,110128B0100,11,GUANAJUATO,68,DISTRITO XXII,128,1698,B,0,R,84,14,20,2,7,9,68,9,4,1,6,,0,0,10,234,604,Cotejo
'110128C0100,110128C0100,11,GUANAJUATO,68,DISTRITO XXII,128,1699,C,0,R,66,6,38,10,6,5,75,3,8,5,7,,0,1,21,251,603,Recuento
'110129B0100,110129B0100,11,GUANAJUATO,68,DISTRITO XXII,129,1700,B,0,R,44,5,5,4,3,1,84,0,1,5,3,,0,0,9,164,617,Cotejo
'110130B0100,110130B0100,11,GUANAJUATO,68,DISTRITO XXII,130,1701,B,0,R,42,12,13,7,2,4,27,7,5,9,6,,0,1,20,155,403,Recuento
'110130E0100,1.10E+105,11,GUANAJUATO,68,DISTRITO XXII,130,1702,E,0,R,43,6,3,1,3,3,41,3,2,5,5,,0,0,6,121,205,Recuento
'110131B0100,110131B0100,11,GUANAJUATO,68,DISTRITO XXII,131,1703,B,0,R,78,15,5,10,8,18,32,3,3,3,8,,0,2,4,189,659,Cotejo
'110131C0100,110131C0100,11,GUANAJUATO,68,DISTRITO XXII,131,1704,C,0,R,79,9,6,6,11,14,45,3,2,3,5,,1,0,9,193,659,Cotejo
'110132B0100,110132B0100,11,GUANAJUATO,68,DISTRITO XXII,132,1705,B,0,R,67,10,9,19,3,10,44,2,1,6,5,,0,2,11,189,541,Cotejo
'110132C0100,110132C0100,11,GUANAJUATO,68,DISTRITO XXII,132,1706,C,0,R,67,22,8,20,0,8,41,4,3,5,5,,0,2,9,194,540,Cotejo
'110133B0100,110133B0100,11,GUANAJUATO,68,DISTRITO XXII,133,1707,B,0,R,53,19,12,11,3,3,77,2,2,9,1,,0,2,14,208,606,Cotejo
'110134B0100,110134B0100,11,GUANAJUATO,68,DISTRITO XXII,134,1708,B,0,R,30,4,16,1,3,7,57,0,3,2,0,,0,0,1,124,568,Cotejo
'110135B0100,110135B0100,11,GUANAJUATO,68,DISTRITO XXII,135,1709,B,0,R,40,9,14,3,3,10,79,4,6,7,5,,0,1,7,188,732,Cotejo
'110136B0100,110136B0100,11,GUANAJUATO,68,DISTRITO XXII,136,1710,B,0,R,125,6,7,5,5,8,67,33,4,1,2,,22,0,20,305,659,Cotejo
'110136C0100,110136C0100,11,GUANAJUATO,68,DISTRITO XXII,136,1711,C,0,R,109,12,9,14,1,10,65,1,3,4,8,,0,0,17,253,659,Cotejo
'110136C0200,110136C0200,11,GUANAJUATO,68,DISTRITO XXII,136,1712,C,0,R,103,8,11,5,3,7,69,4,5,5,4,,0,0,12,236,658,Cotejo
'110137B0100,110137B0100,11,GUANAJUATO,68,DISTRITO XXII,137,1744,B,0,U,94,12,9,4,1,6,52,3,5,4,4,,1,0,10,205,533,Cotejo
'110137C0100,110137C0100,11,GUANAJUATO,68,DISTRITO XXII,137,1745,C,0,U,83,11,6,5,4,6,40,5,6,4,5,,0,1,9,185,532,Cotejo
'110137C0200,110137C0200,11,GUANAJUATO,68,DISTRITO XXII,137,1746,C,0,U,62,11,11,5,3,5,45,1,3,4,1,,0,0,15,166,532,Cotejo
'110138B0100,110138B0100,11,GUANAJUATO,68,DISTRITO XXII,138,1747,B,0,U,87,5,8,1,4,7,59,9,3,5,2,,0,0,13,203,660,Cotejo
'110138C0100,110138C0100,11,GUANAJUATO,68,DISTRITO XXII,138,1748,C,0,U,99,9,11,4,3,4,47,8,2,2,2,,1,3,15,210,660,Cotejo
'110138C0200,110138C0200,11,GUANAJUATO,68,DISTRITO XXII,138,1749,C,0,U,84,11,12,8,3,13,57,5,2,4,2,,0,0,2,203,660,Cotejo
'110139B0100,110139B0100,11,GUANAJUATO,68,DISTRITO XXII,139,1713,B,0,R,34,7,7,3,3,6,41,7,3,7,1,,0,0,8,127,379,Recuento
'110139C0100,110139C0100,11,GUANAJUATO,68,DISTRITO XXII,139,1714,C,0,R,59,2,12,3,2,9,27,4,4,4,2,,0,0,3,131,378,Cotejo
'110140B0100,110140B0100,11,GUANAJUATO,68,DISTRITO XXII,140,1715,B,0,R,60,5,6,2,3,2,50,2,4,5,3,,0,0,14,156,640,Recuento
'110140C0100,110140C0100,11,GUANAJUATO,68,DISTRITO XXII,140,1716,C,0,R,40,10,10,1,4,4,36,6,2,10,2,,0,1,8,134,639,Recuento
'110244B0100,110244B0100,11,GUANAJUATO,68,DISTRITO XXII,244,6188,B,0,U,78,15,2,64,3,111,47,5,6,6,2,,0,1,11,351,725,Cotejo
'110244C0100,110244C0100,11,GUANAJUATO,68,DISTRITO XXII,244,6189,C,0,U,91,12,4,70,1,108,55,3,10,6,1,,0,0,10,371,724,Recuento
'110245B0100,110245B0100,11,GUANAJUATO,68,DISTRITO XXII,245,6190,B,0,U,113,19,3,43,1,94,77,1,12,2,6,,0,0,11,382,689,Cotejo
'110245C0100,110245C0100,11,GUANAJUATO,68,DISTRITO XXII,245,6191,C,0,U,151,8,1,49,2,91,63,5,7,2,3,,0,1,13,396,688,Cotejo
'110246B0100,110246B0100,11,GUANAJUATO,68,DISTRITO XXII,246,6192,B,0,U,75,0,0,24,3,51,43,3,5,7,2,,15,0,10,238,501,Cotejo
'110246C0100,110246C0100,11,GUANAJUATO,68,DISTRITO XXII,246,6193,C,0,U,70,18,0,22,1,38,41,4,9,6,1,,0,0,9,219,500,Cotejo
'110246C0200,110246C0200,11,GUANAJUATO,68,DISTRITO XXII,246,7750,C,0,U,66,0,0,32,3,56,39,6,7,1,1,,15,0,7,233,500,Cotejo
'110247B0100,110247B0100,11,GUANAJUATO,68,DISTRITO XXII,247,6194,B,0,U,80,6,1,41,0,76,47,1,6,4,2,,0,0,7,271,550,Recuento
'110247C0100,110247C0100,11,GUANAJUATO,68,DISTRITO XXII,247,6195,C,0,U,52,12,1,32,1,68,38,2,5,3,2,,0,0,7,223,550,Cotejo
'110247C0200,110247C0200,11,GUANAJUATO,68,DISTRITO XXII,247,6196,C,0,U,65,6,2,47,1,84,37,6,7,8,0,,0,0,5,268,550,Cotejo
'110248B0100,110248B0100,11,GUANAJUATO,68,DISTRITO XXII,248,6197,B,0,U,179,15,5,26,2,77,63,4,4,2,2,,0,0,10,389,694,Cotejo
'110248C0100,110248C0100,11,GUANAJUATO,68,DISTRITO XXII,248,6198,C,0,U,110,15,4,28,3,109,54,4,5,5,1,,0,0,15,353,693,Recuento
'110248S0100,110248S0100,11,GUANAJUATO,68,DISTRITO XXII,248,6199,S,0,U,37,3,3,10,1,26,24,4,1,1,0,,0,0,2,112,0,Recuento
'110249B0100,110249B0100,11,GUANAJUATO,68,DISTRITO XXII,249,6200,B,0,U,113,16,1,21,3,55,50,1,4,1,3,,0,0,5,273,476,Cotejo
'110249C0100,110249C0100,11,GUANAJUATO,68,DISTRITO XXII,249,6201,C,0,U,117,15,2,14,1,47,55,3,4,2,1,,0,0,10,271,476,Cotejo
'110250B0100,110250B0100,11,GUANAJUATO,68,DISTRITO XXII,250,6202,B,0,U,76,6,4,42,1,79,38,2,7,3,0,,0,0,10,268,488,Recuento
'110250C0100,110250C0100,11,GUANAJUATO,68,DISTRITO XXII,250,6203,C,0,U,98,6,3,37,0,49,40,2,7,2,1,,0,0,0,245,487,Cotejo
'110251B0100,110251B0100,11,GUANAJUATO,68,DISTRITO XXII,251,6204,B,0,U,75,13,4,45,0,104,42,2,6,5,1,,0,0,8,305,631,Cotejo
'110251C0100,110251C0100,11,GUANAJUATO,68,DISTRITO XXII,251,6205,C,0,U,50,0,0,76,1,92,38,3,5,2,1,,9,0,9,286,631,Cotejo
'110251C0200,110251C0200,11,GUANAJUATO,68,DISTRITO XXII,251,6206,C,0,U,74,9,2,60,0,89,50,6,4,4,1,,0,0,14,313,630,Cotejo
'110251C0300,110251C0300,11,GUANAJUATO,68,DISTRITO XXII,251,6207,C,0,U,46,20,3,51,1,84,51,2,9,8,0,,0,0,12,287,630,Cotejo
'110252B0100,110252B0100,11,GUANAJUATO,68,DISTRITO XXII,252,6133,B,0,R,49,11,0,50,0,69,41,0,2,2,2,,0,0,14,240,639,Cotejo
'110252C0100,110252C0100,11,GUANAJUATO,68,DISTRITO XXII,252,6134,C,0,R,35,5,1,43,2,61,26,3,2,1,1,,0,0,11,191,639,Cotejo
'110252C0200,110252C0200,11,GUANAJUATO,68,DISTRITO XXII,252,6135,C,0,R,60,8,4,63,1,92,24,0,7,3,2,,0,0,6,270,638,Cotejo
'110252C0300,110252C0300,11,GUANAJUATO,68,DISTRITO XXII,252,6136,C,0,R,47,10,1,62,1,79,21,5,5,3,0,,0,0,10,244,638,Cotejo
'110252C0400,110252C0400,11,GUANAJUATO,68,DISTRITO XXII,252,6137,C,0,R,45,14,0,67,0,82,31,0,2,2,0,,0,0,8,251,638,Cotejo
'110253B0100,110253B0100,11,GUANAJUATO,68,DISTRITO XXII,253,6208,B,0,U,123,18,3,33,4,65,53,5,3,6,2,,0,2,6,323,571,Cotejo
'110254B0100,110254B0100,11,GUANAJUATO,68,DISTRITO XXII,254,6209,B,0,U,85,6,1,33,2,67,22,1,1,2,2,,0,0,3,225,477,Cotejo
'110254C0100,110254C0100,11,GUANAJUATO,68,DISTRITO XXII,254,6210,C,0,U,64,12,0,42,0,75,34,2,7,1,0,,0,0,14,251,476,Recuento
'110255B0100,110255B0100,11,GUANAJUATO,68,DISTRITO XXII,255,6211,B,0,U,49,6,1,31,1,85,48,5,5,0,0,,0,0,10,241,560,Cotejo
'110255C0100,110255C0100,11,GUANAJUATO,68,DISTRITO XXII,255,6212,C,0,U,48,9,1,46,1,80,40,4,5,0,2,,0,0,5,241,559,Cotejo
'110255C0200,110255C0200,11,GUANAJUATO,68,DISTRITO XXII,255,6213,C,0,U,46,6,3,39,0,74,39,0,3,2,1,,0,0,4,217,559,Cotejo
'110256B0100,110256B0100,11,GUANAJUATO,68,DISTRITO XXII,256,6214,B,0,U,70,5,1,43,1,59,27,4,3,4,0,,0,0,11,228,533,Cotejo
'110256C0100,110256C0100,11,GUANAJUATO,68,DISTRITO XXII,256,6215,C,0,U,60,11,1,37,0,71,27,3,3,1,1,,0,0,9,224,533,Cotejo
'110256C0200,110256C0200,11,GUANAJUATO,68,DISTRITO XXII,256,6216,C,0,U,53,10,4,37,3,60,29,3,1,2,1,,0,0,7,210,532,Cotejo
'110257B0100,110257B0100,11,GUANAJUATO,68,DISTRITO XXII,257,6217,B,0,U,72,8,1,36,0,105,29,2,6,4,2,,0,0,4,269,527,Cotejo
'110257C0100,110257C0100,11,GUANAJUATO,68,DISTRITO XXII,257,6218,C,0,U,58,4,1,20,2,111,40,4,3,1,0,,0,0,7,251,526,Cotejo
'110257C0200,110257C0200,11,GUANAJUATO,68,DISTRITO XXII,257,6219,C,0,U,61,9,3,26,2,99,28,0,1,5,0,,0,0,8,242,526,Cotejo
'110258B0100,110258B0100,11,GUANAJUATO,68,DISTRITO XXII,258,6138,B,0,R,68,9,1,20,1,99,30,2,3,5,3,,0,0,10,251,539,Cotejo
'110258C0100,110258C0100,11,GUANAJUATO,68,DISTRITO XXII,258,6139,C,0,R,46,6,0,26,2,47,31,0,1,1,0,,0,0,4,164,538,Recuento
'110258C0200,110258C0200,11,GUANAJUATO,68,DISTRITO XXII,258,6140,C,0,R,71,11,0,34,2,79,42,3,2,2,0,,0,0,8,254,538,Cotejo
'110259B0100,110259B0100,11,GUANAJUATO,68,DISTRITO XXII,259,6220,B,0,U,61,11,2,48,1,83,33,1,5,5,0,,0,0,8,258,664,Cotejo
'110259C0100,110259C0100,11,GUANAJUATO,68,DISTRITO XXII,259,6221,C,0,U,58,8,1,39,1,106,33,2,4,6,2,,9,0,10,279,663,Cotejo
